,cytoID,Hematoxylin_Mean_nuclei,Hematoxylin_Std_dev_nuclei,Hematoxylin_Min_nuclei,Hematoxylin_Max_nuclei,Hematoxylin_Median_nuclei,Eosin_Mean_nuclei,Eosin_Std_dev_nuclei,Eosin_Min_nuclei,Eosin_Max_nuclei,Hue_Mean_nuclei,Saturation_Mean_nuclei,Saturation_Std_dev_nuclei,Saturation_Min_nuclei,Saturation_Max_nuclei,Saturation_Median_nuclei,Eosin_Median_nuclei,Area_µm^2_nuclei,Length_µm_cyto,Circularity_cyto,Solidity_cyto,Max_diameter_µm_cyto,Min_diameter_µm_cyto,Perimeter_µm_cyto,Hematoxylin_Mean_cytoonly,Hematoxylin_Std_dev_cytoonly,Hematoxylin_Min_cytoonly,Hematoxylin_Max_cytoonly,Hematoxylin_Median_cytoonly,Eosin_Mean_cytoonly,Eosin_Std_dev_cytoonly,Eosin_Min_cytoonly,Eosin_Max_cytoonly,Hue_Mean_cytoonly,Saturation_Mean_cytoonly,Saturation_Std_dev_cytoonly,Saturation_Min_cytoonly,Saturation_Max_cytoonly,Saturation_Median_cytoonly,Eosin_Median_cytoonly,Area_µm^2_cytoonly
1630,1458,1.7418,0.4976,0.3279,4.2341,1.6395,0.1885,0.3752,-1.2409,1.1625,0.1918,0.9217,0.0757,0.3616,1.0,0.9335,0.1235,15.4417,23.5469,0.5722,0.9476,6.5133,5.139,23.55,0.2961,0.2952,0.055,1.6787,0.1695,0.0804,0.1404,-0.0419,1.1549,0.2449,0.3064,0.2083,0.087,1.0,0.2195,0.0535,9.8037
1631,2094,1.9484,0.7872,0.1327,4.2341,1.9755,0.0931,0.4223,-1.4873,1.1959,0.1883,0.8962,0.1708,0.1806,1.0,0.9575,0.0685,9.9642,24.6423,0.5217,0.9241,6.5184,5.4491,24.64,0.1686,0.1712,0.0413,1.8989,0.1205,0.086,0.0588,-0.0139,0.9983,0.2869,0.2097,0.1189,0.0317,1.0,0.1785,0.0835,15.2443
1632,1890,1.329,0.2441,0.2824,1.8211,1.3675,0.2613,0.3854,-0.2408,1.3617,0.2019,0.8829,0.0728,0.34,1.0,0.8795,0.1385,17.8872,23.0,0.5984,0.961,6.3167,5.3642,23.0,0.4168,0.329,0.022,1.6755,0.2985,0.1981,0.2949,-0.0547,1.3617,0.2427,0.4606,0.2767,0.032,1.0,0.3895,0.0755,7.3028
1633,2378,1.803,0.3846,0.4971,3.1303,1.7925,0.1623,0.301,-0.4188,1.3127,0.1875,0.9246,0.0689,0.404,1.0,0.9325,0.0585,16.4389,24.0962,0.5439,0.9561,6.9726,5.131,24.09,0.4213,0.3756,0.0609,2.1619,0.2685,0.0473,0.1836,-0.1001,1.3127,0.1937,0.3595,0.236,0.0336,1.0,0.2765,0.0,8.6942
1634,2468,1.5447,0.4477,0.1725,4.2238,1.5235,0.2642,0.342,-1.3909,1.2969,0.1963,0.8976,0.114,0.1845,1.0,0.9205,0.1465,19.1769,22.9996,0.5966,0.964,6.2924,5.4211,23.0,0.452,0.4187,0.0606,4.1867,0.2825,0.0767,0.2171,-0.9374,1.245,0.2077,0.3982,0.2393,0.0565,1.0,0.2985,0.0235,5.9377
1635,1925,1.3301,0.2575,0.2128,1.9732,1.3435,0.1249,0.2935,-0.3254,1.4671,0.1971,0.8582,0.0652,0.3396,1.0,0.8585,0.0655,17.8446,22.9994,0.5966,0.9561,6.655,5.3149,23.0,0.29,0.2745,0.03,1.4332,0.1885,0.116,0.1718,-0.0056,1.3708,0.2687,0.3288,0.2516,0.0333,1.0,0.2925,0.0665,7.2701
1636,1992,1.597,0.2839,0.2465,4.2341,1.6025,0.3179,0.3239,-1.0132,1.2395,0.1951,0.9246,0.0827,0.255,1.0,0.9335,0.1775,19.3464,22.9995,0.5962,0.964,6.3227,5.1608,23.0,0.5536,0.4655,0.0981,2.4074,0.3605,0.0211,0.2361,-0.3942,1.2395,0.1682,0.4258,0.2483,0.0966,1.0,0.3435,0.0,5.7499
1637,1968,1.3337,0.1871,0.2,1.7437,1.3545,0.2971,0.4197,-0.2078,1.36,0.2024,0.8899,0.0698,0.2694,1.0,0.8775,0.1505,19.1021,23.5474,0.5683,0.9619,6.2161,5.4214,23.55,0.5088,0.3994,0.0525,1.4835,0.3735,0.3224,0.4241,-0.0325,1.4101,0.2463,0.5196,0.3097,0.0791,1.0,0.4545,0.0925,5.9756
1638,3089,2.3462,0.6833,0.3851,4.2541,2.3805,-0.1119,0.4348,-1.501,0.9113,0.1786,0.9423,0.0846,0.3112,1.0,0.9645,0.0,11.3376,22.4526,0.6247,0.9671,6.3036,5.388,22.45,0.2481,0.297,0.0116,2.3197,0.1345,0.0805,0.0639,-0.0783,0.9113,0.2792,0.2465,0.1919,0.0124,1.0,0.1805,0.0735,13.7214
1639,1656,1.463,0.253,0.265,2.4769,1.4745,0.2193,0.2889,-0.1592,1.2311,0.1962,0.8924,0.0756,0.2851,1.0,0.8855,0.1125,16.9684,23.2739,0.5813,0.9564,6.1259,5.5057,23.27,0.3361,0.2954,0.0428,1.4238,0.2275,0.054,0.128,-0.074,1.0833,0.2056,0.3132,0.2352,0.013,0.9918,0.2535,0.0145,8.0898
1640,2660,1.1387,0.3006,0.2976,1.8202,1.1805,0.052,0.1067,-0.3166,0.4843,0.1993,0.7841,0.0906,0.3524,0.9685,0.8075,0.0675,18.4113,22.9995,0.5949,0.9622,6.0607,5.5182,23.0,0.3633,0.1412,0.1009,1.0595,0.3365,0.0695,0.0248,0.0192,0.2624,0.2328,0.4055,0.1134,0.1409,0.8551,0.3925,0.0685,6.6287
1641,1247,2.5386,0.6401,0.3748,4.2541,2.4855,-0.017,0.505,-1.5187,1.147,0.1781,0.972,0.0669,0.3023,1.0,0.9825,0.0,11.7855,23.0002,0.5948,0.9492,6.5541,5.1992,23.0,0.4568,0.6603,0.0611,4.2097,0.1895,-0.0115,0.1732,-0.9741,1.1378,0.1766,0.2976,0.2649,0.022,1.0,0.1925,0.0,13.2541
1642,2719,2.3474,0.6797,0.4536,4.2485,2.3295,-0.0555,0.4815,-1.6703,1.0817,0.1802,0.9543,0.0628,0.4432,1.0,0.9655,0.0,11.8201,25.1902,0.4959,0.931,7.49,4.7886,25.19,0.303,0.3308,0.0499,2.3649,0.1675,0.0625,0.0826,-0.069,0.9837,0.2402,0.2809,0.2087,0.0267,1.0,0.1915,0.0485,13.2198
1643,2808,1.3608,0.3045,0.123,2.3369,1.3565,0.2079,0.3136,-0.2651,1.2341,0.1992,0.8721,0.09,0.1864,1.0,0.8845,0.1045,18.785,23.273,0.5809,0.9629,6.1499,5.3391,23.27,0.4591,0.3445,0.0576,1.9294,0.3335,0.1217,0.2058,-0.0444,1.2164,0.2219,0.4525,0.2493,0.0533,1.0,0.3995,0.0525,6.2582
1644,3065,1.2679,0.2338,0.3493,1.8712,1.3105,0.168,0.1689,-0.0804,1.2444,0.2017,0.8575,0.0812,0.3436,1.0,0.8695,0.1235,17.7089,22.7256,0.6083,0.9649,5.9613,5.5848,22.73,0.363,0.2286,0.0695,1.3767,0.3115,0.0751,0.1044,-0.0045,1.2444,0.2287,0.3855,0.1858,0.0551,1.0,0.3565,0.0505,7.2927
1645,1673,1.164,0.3246,0.3127,2.3215,1.2245,0.1094,0.1321,-0.2288,0.9854,0.2007,0.7982,0.1202,0.3287,1.0,0.8335,0.0795,14.9496,22.9995,0.5939,0.9632,6.1556,5.4761,23.0,0.2734,0.1372,0.0856,1.0114,0.2365,0.0174,0.027,-0.0331,0.1976,0.2092,0.2784,0.1254,0.0507,0.8182,0.2525,0.0125,10.0523
1646,2356,0.463,0.3594,0.0328,1.568,0.3795,0.3198,0.4216,-0.0312,1.5467,0.2499,0.5216,0.314,0.0136,1.0,0.5025,0.1285,9.9568,22.9988,0.5904,0.956,6.1477,5.6203,23.0,0.0662,0.0231,0.0216,0.4386,0.0635,0.0553,0.0173,-0.0077,0.2315,0.3272,0.0852,0.0405,0.0,0.5642,0.0815,0.0565,14.8956
1647,3125,2.7748,0.712,0.5827,4.2569,2.7865,-0.246,0.4908,-1.4873,0.9959,0.1749,0.9705,0.049,0.519,1.0,0.9825,0.0,11.3369,23.8208,0.5491,0.9446,6.4931,5.3245,23.82,0.3499,0.4092,0.0556,3.1153,0.1655,0.0938,0.1135,-0.1672,1.1189,0.2583,0.3166,0.2215,0.0418,1.0,0.2205,0.0765,13.4592
1648,2073,1.9596,0.5506,0.2374,4.2485,1.9185,0.0342,0.3143,-1.0363,1.0143,0.1815,0.9164,0.104,0.247,1.0,0.9395,0.0,15.7783,23.5475,0.5615,0.9576,6.1954,5.4167,23.55,0.4235,0.5134,0.0919,4.19,0.2615,-0.0555,0.0847,-0.9428,0.5898,0.1558,0.3066,0.1983,0.0678,1.0,0.2545,0.0,8.9994
1649,1824,1.6693,0.3548,0.2836,3.3419,1.7145,0.2117,0.3768,-0.3339,1.2427,0.1917,0.916,0.0812,0.3081,1.0,0.9255,0.0865,16.285,23.2739,0.5739,0.9534,6.0574,5.4491,23.27,0.3909,0.4349,0.035,3.1244,0.2085,0.1189,0.2519,-0.1817,1.2427,0.2292,0.3474,0.2847,0.0213,1.0,0.2455,0.0305,8.4587
1650,1419,1.6126,0.3257,0.1908,4.2341,1.5715,0.2682,0.3964,-1.0132,1.1451,0.1942,0.921,0.0648,0.2278,1.0,0.9185,0.1155,15.5735,23.5469,0.5603,0.953,6.2556,5.2277,23.55,0.3583,0.4486,0.0491,2.7963,0.1365,0.1316,0.2349,-0.1816,1.1522,0.2516,0.323,0.2863,0.027,1.0,0.1915,0.0535,9.1481
1651,2160,2.3679,0.6743,0.3352,4.237,2.3825,-0.0739,0.463,-1.5287,1.0248,0.1794,0.9518,0.0732,0.3807,1.0,0.9665,0.0,11.3705,23.2744,0.5726,0.9387,6.3204,5.5616,23.27,0.2526,0.3195,-0.007,2.2354,0.1105,0.0681,0.0709,-0.1503,0.9572,0.2728,0.242,0.2165,0.022,1.0,0.1475,0.0575,13.3137
1652,1385,1.6365,0.3143,0.2967,2.7977,1.6495,0.2831,0.3663,-0.2584,1.3347,0.195,0.9291,0.0689,0.3077,1.0,0.9345,0.1685,15.4388,22.7256,0.6006,0.9582,6.3927,5.0654,22.73,0.3589,0.3332,0.0665,1.6445,0.1965,0.0896,0.2226,-0.0867,1.288,0.2122,0.3392,0.2506,0.0263,1.0,0.2095,0.0265,9.2451
1653,2180,1.1247,0.2197,0.2342,1.7576,1.1445,0.0375,0.1731,-0.3394,1.2968,0.1962,0.7828,0.0722,0.3116,1.0,0.7855,0.0115,22.1004,22.998,0.5855,0.9655,6.0331,5.4214,23.0,0.5613,0.2359,0.0977,1.2194,0.5215,0.1675,0.1111,0.0423,1.2562,0.2359,0.5907,0.1701,0.2162,1.0,0.5745,0.1325,2.977
1654,2817,1.5773,0.3,0.1491,2.4648,1.6025,0.2773,0.3438,-0.1511,1.2298,0.1957,0.9192,0.077,0.1774,1.0,0.9265,0.1525,18.0253,22.4521,0.6144,0.9662,6.4939,5.0654,22.45,0.4752,0.3645,0.0807,2.4648,0.3325,0.0367,0.1737,-0.091,1.0817,0.191,0.4133,0.2237,0.0622,1.0,0.3425,0.0,6.6211
1655,1421,1.5747,0.2987,0.27,2.9719,1.5545,0.2241,0.3942,-0.2726,1.4075,0.1937,0.9089,0.0672,0.3214,1.0,0.9035,0.0595,16.1085,23.2739,0.5718,0.955,6.1103,5.5098,23.27,0.3259,0.3263,0.041,1.7095,0.1815,0.1242,0.2404,-0.0408,1.4075,0.2373,0.3314,0.2546,0.038,1.0,0.2305,0.0465,8.5377
1656,2796,1.8934,0.4739,0.224,4.219,1.9205,0.088,0.2833,-0.9891,1.0858,0.1836,0.9144,0.1134,0.285,1.0,0.9405,0.0145,16.7545,23.8215,0.5454,0.947,6.7393,5.1974,23.82,0.4265,0.3884,0.0835,2.2888,0.2735,0.0223,0.1397,-0.0709,1.0858,0.1879,0.3345,0.2111,0.0593,1.0,0.2575,0.0,7.8733
1657,1620,1.645,0.2699,0.2719,3.1153,1.6755,0.1987,0.3697,-0.3268,1.3318,0.1898,0.9111,0.0802,0.3013,1.0,0.9115,0.0345,16.5157,22.4521,0.613,0.9619,6.1393,5.2021,22.45,0.4008,0.3135,0.0695,2.0235,0.2845,0.0099,0.1848,-0.1256,1.3318,0.1795,0.3571,0.2093,0.0649,1.0,0.2815,0.0,8.0745
1658,1685,1.9059,0.4212,0.7461,3.6632,1.9185,0.1335,0.4053,-1.0692,1.3595,0.1875,0.9448,0.0358,0.7206,1.0,0.9445,0.0,14.1334,23.2739,0.5696,0.9357,6.2935,5.1918,23.27,0.3371,0.4118,0.0123,1.6879,0.1245,0.2142,0.2476,-0.0216,1.3595,0.3024,0.3846,0.2714,0.1171,1.0,0.2415,0.1365,10.4192
1659,1799,1.2868,0.2681,0.1278,1.7712,1.3595,0.1684,0.2827,-0.2078,1.2373,0.1996,0.8499,0.1028,0.179,1.0,0.8625,0.0955,19.4295,23.2734,0.5692,0.9485,6.3303,5.5182,23.27,0.2529,0.1827,0.0371,1.1991,0.2095,0.0666,0.075,-0.0348,1.2209,0.2482,0.3021,0.1628,0.0252,0.9921,0.2685,0.0545,5.1046
1660,2460,1.544,0.2298,0.3341,3.0833,1.5665,0.2125,0.3782,-0.2732,1.4019,0.1937,0.906,0.064,0.3618,1.0,0.9035,0.0495,15.1968,22.9995,0.5828,0.9597,6.3306,5.4212,23.0,0.3593,0.3934,-0.0022,1.5545,0.1685,0.151,0.2799,-0.0575,1.3721,0.2439,0.3489,0.3023,0.029,1.0,0.2245,0.0435,9.3371
1661,2006,2.388,0.6369,0.2706,4.2399,2.3225,-0.0913,0.3624,-1.7288,0.8028,0.1761,0.9465,0.0914,0.2683,1.0,0.9725,0.0,15.9833,23.2727,0.5688,0.9499,6.5385,5.0818,23.27,0.6003,0.8556,0.0891,4.237,0.2735,-0.1108,0.1973,-1.3525,0.6129,0.1553,0.3491,0.2509,0.0614,1.0,0.2685,0.0,8.5323
1662,2756,2.4025,0.657,0.2283,4.2411,2.3755,-0.099,0.4396,-1.4636,1.0241,0.1783,0.9493,0.0816,0.2137,1.0,0.9645,0.0,11.4474,26.2859,0.4445,0.9087,6.8911,5.1598,26.29,0.2676,0.3718,0.0342,2.6398,0.1155,0.127,0.1163,-0.0527,1.1113,0.2971,0.2877,0.1993,0.0678,1.0,0.2155,0.1125,12.9941
1663,1521,3.1339,0.6961,1.147,4.265,3.1155,-0.647,0.5449,-1.7243,1.0263,0.168,0.973,0.0257,0.7956,1.0,0.9815,0.0,16.8628,22.7261,0.5947,0.9599,6.1313,5.3659,22.73,1.0302,0.6007,0.129,2.8065,0.9165,0.2047,0.2757,-0.4676,1.0829,0.2068,0.6854,0.2443,0.1509,1.0,0.7055,0.0925,7.5775
1664,2032,2.6654,0.8401,0.496,4.2428,2.7705,-0.4131,0.396,-1.5947,0.4929,0.1715,0.9264,0.113,0.4011,1.0,0.9645,0.0,10.9266,22.9996,0.5797,0.9462,6.5993,5.2624,23.0,0.3006,0.351,0.0368,4.237,0.1845,0.0298,0.0561,-1.0179,0.4929,0.2199,0.248,0.1704,0.0254,1.0,0.1995,0.0265,13.4759
1665,2716,1.3538,0.2141,0.3149,1.8858,1.3845,0.2813,0.2824,-0.0845,1.1849,0.201,0.8869,0.0929,0.3097,1.0,0.8925,0.1935,17.8008,22.7266,0.5928,0.9654,6.1502,5.143,22.73,0.4194,0.4096,0.0241,4.2097,0.2715,0.0211,0.1792,-0.9741,1.2998,0.1676,0.3467,0.2449,0.0,1.0,0.2625,0.0,6.5645
1666,1843,1.4178,0.2956,0.2789,2.2409,1.4255,0.18,0.2899,-0.1527,1.1975,0.197,0.8779,0.0798,0.3364,1.0,0.8815,0.1065,16.819,22.7263,0.5919,0.964,6.3317,5.1405,22.73,0.3943,0.2698,0.0548,1.8064,0.3005,0.067,0.1319,-0.0317,1.1147,0.2144,0.3924,0.2081,0.0498,1.0,0.3415,0.0255,7.5091
1667,2916,2.2922,0.6198,0.3082,4.2311,2.3095,-0.0103,0.465,-1.2409,1.1451,0.1802,0.9506,0.0863,0.2365,1.0,0.9665,0.0,12.0682,24.0945,0.5262,0.9392,6.6408,5.0691,24.09,0.2497,0.3296,0.0397,2.818,0.1115,0.0435,0.0758,-0.086,1.1451,0.2495,0.2359,0.2064,0.0132,1.0,0.1475,0.0395,12.2433
1668,1211,1.9563,0.4426,0.3699,4.2282,2.0115,0.0592,0.2483,-1.0037,0.9019,0.1838,0.9274,0.0811,0.3526,1.0,0.9415,0.0125,15.8275,22.4521,0.606,0.965,6.2097,5.2024,22.45,0.4755,0.3601,0.1139,2.1804,0.3455,0.0267,0.0925,-0.0895,0.9014,0.1954,0.3837,0.2109,0.0789,1.0,0.3335,0.0075,8.4813
1669,2282,1.5794,0.3954,0.2719,3.6748,1.5955,0.0574,0.2368,-0.5903,1.1826,0.1884,0.8728,0.0963,0.2963,1.0,0.8885,0.0,17.1868,22.4519,0.605,0.9617,6.0721,5.3392,22.45,0.4625,0.3505,0.0728,1.7308,0.3225,0.0884,0.1669,-0.0448,1.1826,0.2139,0.4271,0.2405,0.0603,1.0,0.3475,0.0285,7.084
1670,3055,1.5263,0.5204,0.1818,4.2221,1.5035,0.2578,0.3293,-0.9941,1.2846,0.1969,0.8839,0.1329,0.1695,1.0,0.9255,0.1685,19.1978,23.2736,0.5605,0.9573,6.417,5.2654,23.27,0.3679,0.3136,0.0654,1.9662,0.2505,0.0536,0.1447,-0.1593,1.1155,0.2128,0.3453,0.2219,0.0482,1.0,0.2695,0.0295,4.9611
1671,1203,1.5245,0.2907,0.182,2.6297,1.5485,0.296,0.3302,-0.2329,1.31,0.1968,0.9081,0.0997,0.188,1.0,0.9125,0.1695,16.8791,22.4526,0.6018,0.9626,5.9826,5.4469,22.45,0.2722,0.3053,0.0063,1.5229,0.1585,0.0804,0.1772,-0.049,1.2962,0.2515,0.2665,0.2282,0.0088,1.0,0.1845,0.0405,7.2616
1672,2628,1.4282,0.326,0.3999,2.4857,1.4505,0.1966,0.2094,-0.2603,1.2341,0.1976,0.8788,0.0938,0.4264,1.0,0.8935,0.1285,15.1219,22.9995,0.5726,0.9619,5.9144,5.3902,23.0,0.4258,0.2896,0.1002,1.5589,0.3475,0.1107,0.1808,-0.0005,1.2715,0.2277,0.4199,0.2098,0.1272,1.0,0.3745,0.0565,8.981
1673,1789,1.8197,0.4672,0.1084,4.1967,1.8405,0.1546,0.3205,-0.9534,1.1378,0.1855,0.9153,0.1097,0.1255,1.0,0.9415,0.0585,17.9804,22.7256,0.5851,0.9614,6.1065,5.2275,22.73,0.5381,0.4888,0.0799,4.1967,0.3705,-0.0721,0.1455,-0.9534,1.0963,0.1541,0.4001,0.1997,0.0941,1.0,0.3385,0.0,6.0659
1674,1553,1.3592,0.2653,0.1759,2.3255,1.4065,0.2751,0.3474,-0.1675,1.294,0.2005,0.8804,0.093,0.1478,1.0,0.8835,0.1405,20.3666,22.1782,0.6139,0.9628,6.0367,5.3394,22.18,0.4578,0.3484,0.0532,1.8334,0.3345,0.0599,0.1836,-0.0988,1.294,0.1945,0.3994,0.228,0.0653,1.0,0.3485,0.0045,3.6656
1675,2016,2.3053,0.6092,0.6217,4.237,2.2505,0.094,0.4402,-1.372,1.212,0.1823,0.9683,0.0454,0.5207,1.0,0.9745,0.1185,13.6661,22.4528,0.5985,0.9592,6.1299,5.2624,22.45,0.4495,0.4425,0.079,2.3046,0.2555,0.0957,0.2056,-0.0289,1.212,0.2194,0.3858,0.2551,0.0664,1.0,0.2835,0.0305,10.3432
1676,1793,1.4853,0.4703,0.3041,2.4901,1.6395,-0.0697,0.1136,-0.5451,0.2489,0.1863,0.8167,0.1256,0.3922,0.9573,0.8695,0.0,11.9478,22.1787,0.6129,0.9646,5.9746,5.2026,22.18,0.2576,0.1343,0.0567,0.9905,0.2345,0.0893,0.0258,-0.0446,0.1564,0.2623,0.3085,0.1103,0.0529,0.7403,0.3035,0.0885,12.043
1677,2452,1.0374,0.2862,0.2807,1.857,1.0995,0.1992,0.1502,-0.0119,1.1224,0.2107,0.7887,0.1329,0.301,1.0,0.8295,0.1635,14.2373,22.4517,0.5981,0.9602,6.06,5.4761,22.45,0.2258,0.1157,0.0669,0.7746,0.1945,0.0522,0.0206,0.0017,0.1263,0.2408,0.254,0.113,0.0476,0.6687,0.2345,0.0505,9.7531
1678,1230,2.4806,0.722,0.2754,4.2428,2.4675,-0.1277,0.5081,-1.7979,1.0714,0.1786,0.9581,0.0624,0.3463,1.0,0.9725,0.0,9.771,24.3687,0.5061,0.9331,6.9875,4.7458,24.37,0.2834,0.3687,0.0214,2.2646,0.1265,0.1255,0.0985,-0.0009,1.0714,0.2946,0.3079,0.2145,0.0465,1.0,0.2335,0.1075,14.1443
1679,2044,1.4717,0.29,0.2457,2.3138,1.4425,0.3712,0.4211,-0.2718,1.3938,0.2029,0.9241,0.0651,0.2585,1.0,0.9255,0.2405,16.686,22.7256,0.5814,0.9558,6.4445,5.0203,22.73,0.3159,0.3159,0.0289,1.5036,0.1865,0.1447,0.2387,-0.0112,1.3938,0.2621,0.345,0.2632,0.0476,1.0,0.2665,0.0635,7.2102
1680,2963,1.6504,0.3884,0.2064,2.9608,1.6935,0.2382,0.3774,-0.335,1.294,0.1925,0.9115,0.1002,0.3057,1.0,0.9315,0.1015,16.2129,22.9995,0.5677,0.9558,6.4619,5.0501,23.0,0.383,0.3742,0.0539,1.7945,0.2205,0.1078,0.2253,-0.0436,1.2849,0.2225,0.359,0.2583,0.0268,1.0,0.2705,0.0375,7.6835
1681,2510,1.9602,0.4936,0.4263,4.2221,1.9615,0.065,0.2888,-0.9941,1.02,0.1831,0.9267,0.08,0.3744,1.0,0.9435,0.0055,16.67,22.726,0.581,0.9565,5.9616,5.3878,22.73,0.5597,0.553,0.1068,4.1656,0.3355,-0.0083,0.1957,-0.9037,0.9858,0.1665,0.399,0.2352,0.0844,1.0,0.3015,0.0,7.2077
1682,1253,1.7799,0.3633,0.4093,3.6718,1.8155,0.1822,0.3481,-0.5855,1.2303,0.1902,0.9347,0.054,0.4121,1.0,0.9345,0.0605,13.0475,23.5469,0.5399,0.9363,6.2624,5.2042,23.55,0.3174,0.3526,0.0361,1.7318,0.1515,0.1114,0.1598,-0.0194,1.2073,0.2642,0.3196,0.2551,0.0441,1.0,0.2205,0.0665,10.7741
1683,2227,1.774,0.4036,0.4235,2.9402,1.8085,0.1246,0.32,-0.4976,1.1243,0.1874,0.9138,0.0868,0.4011,1.0,0.9265,0.0375,13.0168,23.5474,0.5399,0.946,6.1694,5.3941,23.55,0.2935,0.2911,0.019,1.9437,0.1705,0.0766,0.0948,-0.0268,0.9923,0.2528,0.2964,0.2147,0.0246,1.0,0.2115,0.0615,10.8049
1684,1329,2.0068,0.4724,0.2675,4.2541,1.9805,0.0824,0.3002,-1.3909,0.9466,0.1822,0.9323,0.0885,0.2691,1.0,0.9505,0.0255,16.8176,22.4521,0.5938,0.9596,6.2491,5.0654,22.45,0.4527,0.3539,0.1176,2.3226,0.3315,-0.0635,0.0718,-0.4731,0.8522,0.1533,0.3433,0.1844,0.105,1.0,0.2955,0.0,7.0076
1685,2879,1.7288,0.3509,0.3219,3.6764,1.7145,0.2519,0.3495,-0.8415,1.1986,0.1912,0.9305,0.0654,0.318,1.0,0.9415,0.1295,17.5962,22.1782,0.6076,0.961,5.7776,5.4598,22.18,0.6168,0.4221,0.0721,1.8147,0.4805,0.172,0.3321,-0.1261,1.2742,0.1983,0.5087,0.2831,0.0424,1.0,0.4515,0.0375,6.1882
1686,2284,2.3813,0.4794,0.5872,4.2485,2.3755,0.0218,0.4043,-1.5034,0.8966,0.1788,0.968,0.046,0.4601,1.0,0.9735,0.0045,12.1746,22.7261,0.5782,0.9452,6.459,4.9413,22.73,0.4252,0.519,0.0456,3.64,0.2125,0.0126,0.1257,-0.5347,0.8592,0.1956,0.3061,0.2557,0.0351,1.0,0.2165,0.0,11.5907
1687,1699,2.1171,0.4902,0.3785,4.2457,2.1135,0.1009,0.396,-1.372,1.1247,0.1835,0.9546,0.0554,0.3732,1.0,0.9645,0.0395,12.1978,22.1777,0.6067,0.9595,6.1196,5.1729,22.18,0.3324,0.3833,0.0393,2.6365,0.1685,0.0768,0.1357,-0.055,1.0396,0.2414,0.2936,0.2423,0.0087,1.0,0.1905,0.0465,11.5486
1688,1854,1.3978,0.2308,0.5084,2.1169,1.4315,0.1609,0.2477,-0.1681,1.2849,0.1965,0.8772,0.0629,0.5325,1.0,0.8785,0.0885,16.4717,21.9043,0.6219,0.9668,6.2292,4.9285,21.9,0.4368,0.2992,0.0542,1.4762,0.3675,0.1431,0.1326,0.0046,1.2849,0.2462,0.463,0.228,0.0942,1.0,0.4145,0.1075,7.2745
1689,2578,1.3905,0.3098,0.1406,2.3928,1.4095,0.1804,0.3413,-0.259,1.2656,0.1955,0.861,0.1024,0.1224,1.0,0.8735,0.0585,18.7606,22.1782,0.6057,0.9656,5.8488,5.4115,22.18,0.5067,0.3582,0.0427,1.5965,0.3865,0.1245,0.2578,-0.0692,1.2592,0.2077,0.4659,0.2511,0.046,1.0,0.4115,0.0335,4.9493
1690,2634,1.5753,0.3083,0.4022,2.571,1.5995,0.1053,0.1696,-0.1577,0.8917,0.1887,0.8835,0.1,0.3223,1.0,0.9035,0.0645,17.2342,22.1782,0.6052,0.9653,5.7795,5.4761,22.18,0.5233,0.3161,0.1182,2.0721,0.4495,0.0021,0.1151,-0.1197,0.8917,0.1833,0.4144,0.1948,0.1017,1.0,0.3765,0.0,6.457
1691,3067,1.6964,0.3473,0.2855,2.8021,1.7025,0.1568,0.2954,-0.3129,1.1194,0.1891,0.9117,0.0774,0.3395,1.0,0.9185,0.0605,15.2923,22.7256,0.576,0.9507,6.0543,5.3595,22.73,0.4029,0.3918,0.048,1.7975,0.2235,0.0799,0.1781,-0.0704,1.1194,0.2155,0.3569,0.2589,0.0218,1.0,0.2655,0.0235,8.3796
1692,1424,1.5595,0.3755,0.281,2.6702,1.5295,0.3106,0.3595,-0.3781,1.2726,0.198,0.9168,0.0902,0.2667,1.0,0.9345,0.1735,16.9493,21.9043,0.619,0.9644,5.8836,5.4761,21.9,0.3728,0.3355,0.0063,1.5097,0.2425,0.108,0.2353,-0.042,1.2432,0.2136,0.3661,0.2647,0.0,1.0,0.2875,0.0215,6.685
1693,1637,1.8024,0.447,0.4382,2.7944,1.9275,-0.1328,0.2033,-0.5728,0.7682,0.18,0.8751,0.0894,0.4286,1.0,0.9015,0.0,12.5581,22.1772,0.6038,0.9622,5.946,5.3391,22.18,0.2862,0.2289,0.0233,1.5003,0.2325,0.0864,0.0344,-0.1091,0.3555,0.2708,0.3141,0.1607,0.0317,0.8915,0.2985,0.0885,11.0758
1694,2659,1.4421,0.3257,0.236,4.1561,1.4705,0.285,0.3549,-1.4659,1.2926,0.1985,0.8905,0.1101,0.2636,1.0,0.9035,0.1645,17.7432,22.9995,0.5606,0.9545,6.7761,4.7917,23.0,0.3804,0.4258,0.0516,4.1561,0.2435,-0.0224,0.1205,-1.4659,0.8917,0.1755,0.3048,0.2056,0.0214,1.0,0.2455,0.0,5.8533
1695,2216,1.8067,0.4523,0.3266,4.2032,1.8165,0.0628,0.2768,-0.9639,1.0628,0.1858,0.9108,0.0786,0.3348,1.0,0.9185,0.0065,15.4205,21.9037,0.6171,0.9647,5.9457,5.2023,21.9,0.4307,0.363,0.0607,2.0865,0.2945,0.0191,0.113,-0.0673,1.0628,0.1967,0.3673,0.2202,0.0222,1.0,0.3045,0.0,8.138
