,cytoID,Hematoxylin_Mean_nuclei,Hematoxylin_Std_dev_nuclei,Hematoxylin_Min_nuclei,Hematoxylin_Max_nuclei,Hematoxylin_Median_nuclei,Eosin_Mean_nuclei,Eosin_Std_dev_nuclei,Eosin_Min_nuclei,Eosin_Max_nuclei,Hue_Mean_nuclei,Saturation_Mean_nuclei,Saturation_Std_dev_nuclei,Saturation_Min_nuclei,Saturation_Max_nuclei,Saturation_Median_nuclei,Eosin_Median_nuclei,Area_µm^2_nuclei,Length_µm_cyto,Circularity_cyto,Solidity_cyto,Max_diameter_µm_cyto,Min_diameter_µm_cyto,Perimeter_µm_cyto,Hematoxylin_Mean_cytoonly,Hematoxylin_Std_dev_cytoonly,Hematoxylin_Min_cytoonly,Hematoxylin_Max_cytoonly,Hematoxylin_Median_cytoonly,Eosin_Mean_cytoonly,Eosin_Std_dev_cytoonly,Eosin_Min_cytoonly,Eosin_Max_cytoonly,Hue_Mean_cytoonly,Saturation_Mean_cytoonly,Saturation_Std_dev_cytoonly,Saturation_Min_cytoonly,Saturation_Max_cytoonly,Saturation_Median_cytoonly,Eosin_Median_cytoonly,Area_µm^2_cytoonly
0,837,0.3095,0.0945,0.06,0.6984,0.3025,0.2581,0.1013,0.0578,1.2233,0.2809,0.5861,0.1088,0.2667,0.9779,0.5835,0.2425,103.9297,96.5451,0.9233,0.9877,32.4577,27.1076,96.55,0.0563,0.0425,-0.0014,0.6619,0.0435,0.0393,0.0384,-0.0108,0.925,0.2995,0.0803,0.1068,0.0,0.9489,0.0335,0.0275,580.8835
1,447,0.379,0.128,0.0738,0.8538,0.3595,0.3362,0.2064,0.0346,1.5976,0.2781,0.6463,0.1396,0.2408,1.0,0.6345,0.2835,87.9648,118.5585,0.3792,0.8847,33.1845,20.2777,118.56,0.0882,0.0408,-0.023,0.677,0.0835,0.1431,0.0781,0.0053,1.5916,0.348,0.2224,0.0871,0.0,1.0,0.2375,0.1405,336.1428
2,435,0.4304,0.1727,0.0384,1.0462,0.4145,0.4348,0.3306,0.0145,1.6237,0.2766,0.6905,0.1795,0.1371,1.0,0.6945,0.3355,70.8728,113.0823,0.3601,0.8372,29.356,18.7938,113.08,0.0922,0.0647,-0.0123,0.8207,0.0815,0.1572,0.0843,-0.0075,1.6237,0.354,0.2508,0.0988,0.0,1.0,0.2455,0.1545,295.5429
3,737,0.3011,0.1867,0.0271,1.3582,0.2535,0.2454,0.2487,-0.0462,1.6635,0.2763,0.5163,0.1824,0.1322,1.0,0.4885,0.1865,185.8348,95.8324,0.4951,0.9263,25.1982,21.2666,95.83,0.1458,0.1011,0.0019,1.2718,0.1255,0.1808,0.114,-0.0287,1.622,0.3327,0.3251,0.1391,0.0,1.0,0.2905,0.1805,176.0093
4,176,0.3344,0.136,0.0294,0.859,0.3345,0.3085,0.1938,0.0077,1.6237,0.2818,0.6056,0.1727,0.1388,1.0,0.6165,0.2725,87.9457,95.2849,0.4877,0.9188,27.8164,18.3996,95.28,0.0691,0.0297,-0.0063,0.6431,0.0655,0.1183,0.0629,-0.0013,0.6878,0.3425,0.2027,0.0729,0.0,0.8716,0.2135,0.0965,264.4129
5,81,0.3316,0.1588,0.0463,1.3299,0.3105,0.2349,0.1972,-0.0437,1.5938,0.2696,0.541,0.1714,0.1107,1.0,0.5615,0.2165,137.7836,110.8919,0.3442,0.8625,26.3837,18.9568,110.89,0.1516,0.0911,-0.0077,0.5912,0.1225,0.109,0.0902,-0.0433,0.4886,0.2886,0.2861,0.1503,0.008,0.8153,0.2415,0.0855,199.1937
6,514,0.2971,0.1352,0.0604,1.124,0.2645,0.2257,0.1768,-0.0322,1.5619,0.2754,0.5309,0.1444,0.1695,1.0,0.5195,0.1975,159.0102,90.0825,0.511,0.932,24.1009,18.2753,90.08,0.1551,0.0896,-0.0216,0.8775,0.1485,0.1347,0.0795,-0.0202,1.5315,0.2977,0.338,0.1499,0.0083,1.0,0.3365,0.1425,171.024
7,369,0.3891,0.1342,0.0844,1.6388,0.3605,0.2542,0.1309,-0.0608,1.5131,0.2672,0.6129,0.1193,0.1294,1.0,0.6085,0.2455,96.1353,90.0825,0.5048,0.9608,26.1768,17.9869,90.08,0.1458,0.0758,0.0019,0.5827,0.1265,0.0974,0.0834,-0.0608,0.4624,0.2824,0.2793,0.1278,0.0,0.8,0.2525,0.0645,229.8487
8,812,0.5294,0.2508,0.0516,1.5276,0.4775,0.4368,0.3141,0.0102,1.7081,0.2659,0.7131,0.1846,0.1713,1.0,0.7095,0.3205,100.2571,93.0943,0.4725,0.944,24.9302,18.5197,93.09,0.1233,0.0857,-0.025,0.8737,0.1035,0.1391,0.0979,-0.0241,1.7081,0.3247,0.2641,0.1269,0.0,1.0,0.2585,0.1305,225.6385
9,682,0.2402,0.0706,0.0498,0.5508,0.2365,0.2195,0.0897,0.0125,1.3239,0.2875,0.515,0.1065,0.0726,0.9795,0.5125,0.2105,79.4117,91.1777,0.4896,0.9492,25.3788,18.1246,91.18,0.0463,0.0317,-0.0158,0.4371,0.0465,0.0998,0.0616,-0.0024,0.4636,0.3469,0.1685,0.0828,0.0,0.7625,0.1525,0.0725,244.4581
10,353,0.2879,0.1026,0.0136,0.9394,0.2795,0.2041,0.1264,-0.042,1.5786,0.2732,0.517,0.1446,0.0163,1.0,0.5265,0.2025,121.8374,95.011,0.4498,0.9001,23.9301,18.9507,95.01,0.0936,0.065,-0.0138,0.5062,0.0735,0.1176,0.0812,-0.0184,0.397,0.327,0.235,0.1111,0.0,0.7215,0.2305,0.1265,201.2661
11,491,0.412,0.1603,0.0486,1.0182,0.4045,0.4182,0.3027,0.0266,1.6523,0.279,0.683,0.1718,0.1429,1.0,0.6895,0.3395,77.1969,118.5584,,0.8153,31.4371,17.1938,118.56,0.0851,0.0637,-0.0084,0.8832,0.0785,0.1604,0.1039,-0.007,1.6173,0.357,0.2415,0.0983,0.0,1.0,0.2455,0.1595,244.1818
12,389,0.3916,0.1436,0.0386,0.8315,0.3755,0.3854,0.2714,0.0115,1.6658,0.279,0.6673,0.1636,0.2039,1.0,0.6615,0.3115,77.2354,96.9278,0.4281,0.9125,28.5838,16.4375,96.93,0.0756,0.053,-0.0091,0.7674,0.0665,0.1172,0.0826,0.0092,1.6452,0.3365,0.2116,0.1025,0.0,1.0,0.2195,0.0935,242.7935
13,946,0.2908,0.1112,0.0255,0.8806,0.2845,0.1861,0.1373,-0.041,1.5626,0.2667,0.4955,0.1637,0.0202,1.0,0.5145,0.1815,139.6104,87.0706,0.5235,0.9431,24.1058,18.931,87.07,0.1519,0.0705,0.008,0.6616,0.1365,0.0891,0.0686,-0.0204,0.4792,0.2715,0.3032,0.1339,0.0083,0.7874,0.2865,0.0665,176.2372
14,510,0.3504,0.1245,0.0776,0.9797,0.3275,0.2803,0.1664,-0.0253,1.5743,0.2762,0.6071,0.1255,0.1579,1.0,0.5925,0.2425,131.7686,86.7677,0.5224,0.8829,23.6703,20.0849,86.77,0.1269,0.0766,-0.0014,0.917,0.1045,0.0633,0.0736,-0.0316,0.8953,0.2613,0.212,0.16,0.0,0.9603,0.1635,0.0275,181.6332
15,715,0.4031,0.1396,0.0427,1.3038,0.3805,0.3179,0.1934,-0.0053,1.5618,0.2728,0.65,0.1315,0.1124,1.0,0.6465,0.2765,103.5365,98.2966,0.4069,0.936,25.3373,18.0536,98.3,0.0925,0.0463,-0.0055,0.5946,0.0855,0.0863,0.0768,-0.023,1.6691,0.3027,0.2021,0.0917,0.0081,1.0,0.2015,0.0525,209.3369
16,903,0.1731,0.0519,0.0413,0.3535,0.1705,0.1549,0.0381,0.0387,0.2994,0.2901,0.4232,0.0702,0.1605,0.6649,0.4155,0.1475,77.0022,73.347,0.7308,0.9731,22.9091,17.9608,73.35,0.0704,0.0345,-0.0006,0.6296,0.0555,0.0631,0.0425,0.0132,1.9007,0.3026,0.1451,0.1311,0.0089,1.0,0.0725,0.0425,235.8595
17,513,0.3067,0.1391,0.0441,0.9623,0.2895,0.2255,0.1892,-0.0227,1.5477,0.2698,0.5239,0.1852,0.0546,1.0,0.5355,0.2055,124.3817,87.892,0.5087,0.9608,22.629,19.0467,87.89,0.1372,0.0783,-0.0125,0.6629,0.1145,0.0605,0.0621,-0.0293,0.7472,0.2649,0.2271,0.1281,0.008,0.8917,0.1955,0.0415,188.4922
18,16,0.3374,0.1538,0.0397,1.0123,0.3135,0.2358,0.2299,-0.0472,1.5257,0.2673,0.5385,0.1769,0.0367,1.0,0.5265,0.1895,102.7712,80.1013,,0.8697,25.0029,19.2503,80.1,0.129,0.0776,-0.0049,0.6406,0.1035,0.0834,0.074,-0.0319,0.5383,0.279,0.2479,0.1501,0.0,0.821,0.2045,0.0505,207.8148
19,798,0.2845,0.1052,0.0004,0.7583,0.2785,0.2812,0.1399,-0.0071,1.6342,0.2884,0.5799,0.1337,0.0118,1.0,0.5755,0.2565,70.0896,80.7731,0.5976,0.979,22.1734,19.0133,80.77,0.0488,0.0371,-0.0094,0.6778,0.0435,0.0688,0.0488,-0.0071,1.6126,0.3332,0.1339,0.0843,0.0,1.0,0.1295,0.0665,240.1929
20,380,0.2887,0.1599,0.01,1.1799,0.2605,0.2359,0.2112,-0.0487,1.6228,0.277,0.5155,0.1787,0.0449,1.0,0.5275,0.2105,94.34,92.5468,0.4548,0.9325,25.1505,16.7028,92.55,0.0957,0.0631,-0.0191,0.3762,0.0755,0.1107,0.0696,-0.0479,0.3935,0.3211,0.2382,0.1423,0.0,0.6964,0.2155,0.1075,215.7969
21,805,0.4696,0.1819,0.0768,1.1009,0.4295,0.3964,0.2781,0.0078,1.5632,0.2692,0.6989,0.1542,0.1739,1.0,0.6895,0.3145,108.7711,84.0587,0.551,0.9608,22.5567,19.3457,84.06,0.1248,0.0779,0.0088,0.8096,0.0945,0.0859,0.0714,-0.0176,1.5632,0.2825,0.2475,0.147,0.0,1.0,0.2075,0.0565,201.0654
22,801,0.2924,0.1082,0.0517,0.797,0.2775,0.2539,0.1334,0.0301,1.594,0.2834,0.5579,0.1339,0.1653,1.0,0.5475,0.2295,101.3419,97.4753,0.4096,0.9141,26.1934,17.9686,97.48,0.0832,0.0477,-0.0126,0.6252,0.0715,0.1053,0.0575,0.0049,0.8716,0.3212,0.2243,0.094,0.0,0.9328,0.2225,0.0905,208.3414
23,190,0.2804,0.0818,0.0563,0.5889,0.2765,0.2623,0.099,0.0432,1.0268,0.287,0.5701,0.1094,0.1895,0.9571,0.5665,0.2485,78.761,79.6778,0.6114,0.9841,20.9065,19.3029,79.68,0.0566,0.0248,-0.0012,0.4427,0.0525,0.0761,0.0289,-0.0018,0.3996,0.322,0.1672,0.0739,0.0,0.7471,0.1695,0.0745,230.0978
24,821,0.2173,0.0664,0.0524,0.5304,0.2135,0.1673,0.0595,-0.0189,0.4793,0.282,0.4581,0.0904,0.1033,0.8101,0.4555,0.1645,108.0596,83.2373,0.5501,0.9788,21.3379,19.0707,83.24,0.0983,0.0373,-0.002,0.6248,0.0945,0.042,0.0346,-0.0302,0.5803,0.2643,0.1656,0.0794,0.0,0.7876,0.1545,0.0325,195.2526
25,925,0.1974,0.0808,-0.0092,0.8802,0.1865,0.2036,0.1192,0.0226,1.6504,0.2938,0.473,0.1066,0.0667,1.0,0.4655,0.1845,99.8229,106.2371,0.3377,0.8381,25.0421,20.0981,106.24,0.0602,0.0549,-0.0124,0.7024,0.0435,0.1289,0.0591,-0.0062,0.9078,0.357,0.2234,0.109,0.0,0.9219,0.2145,0.1365,203.4505
26,32,0.3494,0.1169,0.0688,0.8586,0.3325,0.1632,0.1923,-0.1043,1.5418,0.2425,0.5079,0.1829,0.0798,1.0,0.5215,0.1835,154.4462,81.3207,0.5739,0.983,21.3025,18.8574,81.32,0.2047,0.0662,0.0019,0.5076,0.1995,0.08,0.1003,-0.0751,0.4167,0.2451,0.3442,0.1437,0.0208,0.7716,0.2985,0.0415,147.8703
27,340,0.2646,0.1304,0.0074,1.0039,0.2375,0.1677,0.1766,-0.0414,1.5223,0.2653,0.4518,0.1732,0.0121,1.0,0.4335,0.1365,122.4262,78.4362,,0.8741,24.9679,18.8844,78.44,0.136,0.0766,-0.0144,0.7364,0.1145,0.1024,0.0734,-0.0166,0.7247,0.2845,0.2855,0.1524,0.0078,0.8983,0.2495,0.0915,179.0174
28,855,0.2978,0.1104,0.0337,0.983,0.2825,0.2076,0.1505,-0.0421,1.6345,0.2701,0.5222,0.1515,0.0369,1.0,0.5305,0.2005,109.6218,75.2189,0.6683,0.9559,25.3716,16.189,75.22,0.1516,0.07,-0.0148,0.8573,0.1435,0.0787,0.0773,-0.066,1.6162,0.2638,0.2836,0.1353,0.0,1.0,0.2685,0.0545,191.4247
29,255,0.3027,0.0801,0.0005,0.797,0.2955,0.2384,0.0935,-0.0084,1.5828,0.2794,0.5676,0.092,0.0353,1.0,0.5625,0.2255,97.68,84.3326,0.5308,0.9502,21.7361,19.3364,84.33,0.1138,0.0539,-0.0081,0.4425,0.1055,0.0522,0.0519,-0.0286,0.3212,0.2672,0.2054,0.1198,0.0,0.676,0.1865,0.0345,202.7097
30,321,0.2627,0.0917,0.0342,0.595,0.2585,0.2467,0.099,0.0479,0.7776,0.2881,0.5448,0.1246,0.1625,0.9103,0.5445,0.2345,83.5898,78.5826,0.6097,0.9818,20.5533,18.956,78.58,0.0524,0.0288,-0.0121,0.51,0.0485,0.0812,0.0344,0.0121,0.7606,0.3305,0.1643,0.0735,0.0,0.8958,0.1585,0.0765,216.0084
31,1026,0.3095,0.1145,0.0546,0.8484,0.2915,0.2885,0.1678,0.0089,1.6271,0.284,0.5912,0.1352,0.1585,1.0,0.5795,0.2525,79.4493,84.0587,0.5325,0.9469,22.8083,18.2505,84.06,0.0709,0.0522,-0.016,0.5065,0.0565,0.1018,0.0536,0.0035,0.5,0.33,0.2114,0.1089,0.0,0.7853,0.2035,0.0895,219.9628
32,576,0.2892,0.1695,0.0057,0.7338,0.2975,0.2796,0.2259,0.0014,1.6369,0.2868,0.5325,0.2374,0.0773,1.0,0.5745,0.2455,103.8813,96.3801,0.4009,0.8916,25.9469,17.6258,96.38,0.0725,0.0406,-0.0097,0.6077,0.0645,0.1391,0.0559,0.0121,0.7442,0.3544,0.2302,0.0642,0.0247,0.8963,0.2315,0.1285,192.4954
33,1099,0.373,0.1534,0.0275,0.8892,0.3555,0.3949,0.2985,0.0068,1.6564,0.2824,0.6584,0.1727,0.1538,1.0,0.6555,0.3105,77.5135,93.0943,0.4288,0.9035,23.7107,17.107,93.09,0.0558,0.0394,-0.0138,0.8677,0.0505,0.1272,0.0717,0.0048,1.6475,0.3555,0.2094,0.0759,0.0,1.0,0.2085,0.1055,218.2489
34,121,0.3342,0.1135,0.0324,0.8315,0.3195,0.2975,0.1745,0.022,1.6224,0.2809,0.607,0.1342,0.1942,1.0,0.5965,0.2595,94.5823,87.3444,0.4827,0.9382,22.8698,16.7692,87.34,0.0726,0.0371,0.0032,0.6832,0.0635,0.0776,0.0558,-0.0185,1.5955,0.3091,0.1731,0.0866,0.0,1.0,0.1685,0.0655,198.4958
35,235,0.3995,0.1175,0.1297,0.9134,0.3855,0.3154,0.1627,0.0394,1.5106,0.2734,0.6559,0.1173,0.2941,1.0,0.6485,0.2785,98.1302,85.4278,0.5038,0.9383,23.3359,18.3633,85.43,0.115,0.0739,-0.0297,1.0463,0.1045,0.0891,0.0822,-0.0282,1.5488,0.2948,0.2489,0.1071,0.0039,1.0,0.2435,0.0635,194.4407
36,309,0.4448,0.1754,0.0415,0.9593,0.4345,0.4682,0.3508,0.0182,1.6514,0.2764,0.7087,0.1797,0.0983,1.0,0.7185,0.3645,71.5588,106.511,0.3235,0.8778,26.6369,15.9122,106.51,0.0807,0.0573,-0.0059,0.8279,0.0705,0.129,0.0857,0.0036,1.6042,0.336,0.2315,0.0992,0.0,1.0,0.2325,0.1035,220.4694
37,313,0.2354,0.0672,0.0009,0.6102,0.2415,0.23,0.0773,0.0187,1.3174,0.2907,0.5247,0.1036,0.0588,0.9793,0.5365,0.2295,99.3264,76.3921,0.6268,0.9817,20.6187,18.2593,76.39,0.0458,0.0218,-0.0028,0.3874,0.0425,0.0505,0.0252,-0.0134,0.4126,0.3275,0.0901,0.0681,0.0,0.7345,0.0755,0.0455,191.7459
38,615,0.338,0.1126,0.0425,0.7723,0.3345,0.313,0.1541,0.0394,1.5681,0.2827,0.6242,0.1394,0.1126,1.0,0.6285,0.2865,75.3627,89.5349,0.4535,0.9053,25.7117,16.0435,89.53,0.0634,0.0421,-0.012,0.6004,0.0555,0.1253,0.0725,-0.0039,0.9551,0.346,0.2162,0.09,0.0,0.9467,0.2225,0.0995,213.9666
39,1076,0.3281,0.1253,0.0398,0.805,0.3155,0.31,0.1778,0.0437,1.6201,0.2838,0.6112,0.1459,0.1477,1.0,0.6085,0.2735,81.3102,85.4278,0.495,0.9362,22.6855,18.885,85.43,0.0682,0.052,-0.0351,0.6178,0.0555,0.1045,0.061,-0.0053,1.8491,0.3327,0.2108,0.1109,0.0,1.0,0.2125,0.0965,206.182
40,709,0.2342,0.0873,0.0416,0.6864,0.2245,0.1932,0.0856,-0.0039,0.8605,0.2829,0.4825,0.1346,0.0356,0.9416,0.4925,0.1905,104.4751,82.4159,0.529,0.9425,21.8807,18.6611,82.42,0.0795,0.0366,-0.0141,0.3488,0.0725,0.0635,0.0358,-0.0032,0.3065,0.2991,0.1635,0.086,0.0,0.6543,0.1515,0.0525,181.4617
41,348,0.2882,0.0819,0.0435,0.9322,0.2855,0.2159,0.1044,-0.0494,1.4533,0.2762,0.5359,0.1197,0.102,1.0,0.5475,0.2175,145.9534,82.9635,0.5194,0.9542,22.6092,17.4558,82.96,0.0951,0.0528,-0.0135,0.4236,0.0835,0.0832,0.073,-0.0371,0.339,0.3009,0.1984,0.0952,0.0,0.6171,0.1925,0.0485,138.5517
42,533,0.4307,0.1663,0.0278,1.2224,0.4135,0.3228,0.2404,-0.0568,1.5701,0.2645,0.6434,0.1867,0.0458,1.0,0.6615,0.2825,126.4046,94.1897,0.3973,0.8799,25.607,17.1981,94.19,0.1148,0.0621,-0.0148,0.7284,0.1065,0.0904,0.079,-0.0261,0.5093,0.2983,0.209,0.09,0.0,0.8716,0.2155,0.0525,154.0803
43,29,0.3217,0.1082,0.0581,0.7867,0.3045,0.2956,0.1518,0.0316,1.6126,0.2832,0.6059,0.1308,0.1475,1.0,0.5965,0.2635,71.4621,75.2969,0.6192,0.9808,21.7245,17.7356,75.3,0.0716,0.0561,-0.0145,0.7656,0.0565,0.0913,0.0606,-0.0028,1.6161,0.3202,0.2009,0.1145,0.0,1.0,0.1915,0.0815,207.9146
44,653,0.2894,0.1003,0.0338,0.6751,0.2875,0.2609,0.1101,0.0242,1.1304,0.2851,0.5704,0.1262,0.1446,0.9724,0.5725,0.2455,76.4876,75.2969,0.6126,0.9785,20.9431,17.7975,75.3,0.0544,0.0251,-0.0121,0.4803,0.0515,0.0809,0.0406,-0.0161,0.5753,0.3272,0.1652,0.079,0.0,0.8301,0.1685,0.0755,199.9092
45,657,0.2657,0.1665,0.0351,1.0673,0.2085,0.1686,0.2051,-0.0672,1.4989,0.2608,0.438,0.1976,0.041,1.0,0.4265,0.1555,92.2141,90.6301,0.4179,0.8995,24.0138,15.007,90.63,0.0954,0.0707,-0.0259,0.3655,0.0725,0.1217,0.0671,-0.0677,0.3322,0.3247,0.2679,0.1289,0.0,0.6536,0.2575,0.1245,180.9532
46,147,0.2179,0.0946,-0.0022,0.9398,0.2055,0.1549,0.1072,-0.0375,1.615,0.2771,0.4334,0.1255,0.0083,1.0,0.4345,0.1535,198.8584,79.6778,0.5401,0.9684,21.732,16.5273,79.68,0.0971,0.0602,-0.0078,0.8687,0.0855,0.0694,0.0551,-0.0174,1.2105,0.2899,0.1994,0.1083,0.0,0.9851,0.1865,0.0525,74.0889
47,37,0.3391,0.1222,0.0281,1.3279,0.3235,0.2195,0.1288,-0.0374,1.5283,0.2692,0.5574,0.1275,0.0723,1.0,0.5655,0.2175,156.562,70.4555,0.6904,0.98,20.7609,17.0289,70.46,0.1385,0.0726,-0.0104,0.5944,0.1255,0.0775,0.0676,-0.03,0.4639,0.2761,0.2501,0.1266,0.0,0.7737,0.2385,0.0555,116.2244
48,639,0.4113,0.1339,0.0628,0.8478,0.4035,0.3944,0.2438,0.0074,1.6271,0.2781,0.6885,0.1493,0.1796,1.0,0.6875,0.3335,68.9074,87.3444,0.4489,0.8916,23.1055,18.1888,87.34,0.0766,0.0548,-0.0063,0.7495,0.0675,0.1425,0.0774,-0.0003,1.6026,0.3505,0.24,0.0964,0.0,1.0,0.2485,0.1245,203.6462
49,926,0.3325,0.1308,0.0709,1.0318,0.3105,0.2334,0.1693,-0.0072,1.5457,0.2711,0.5564,0.1374,0.1412,1.0,0.5485,0.2085,94.8143,76.9397,0.5776,0.9745,20.3033,18.4428,76.94,0.1728,0.0977,0.0066,0.9682,0.1465,0.1075,0.0887,-0.0305,1.5323,0.2749,0.3315,0.1491,0.0,1.0,0.3025,0.0805,177.3477
50,688,0.2424,0.0842,0.0365,0.5774,0.2425,0.2318,0.0894,0.0357,0.9069,0.2899,0.5246,0.1194,0.1674,0.9416,0.5305,0.2245,86.0671,73.3803,0.6338,0.9791,19.97,17.7615,73.38,0.0467,0.0208,0.003,0.3594,0.0435,0.0612,0.0273,0.0107,0.3659,0.3313,0.1165,0.0687,0.0,0.6627,0.1085,0.0565,185.5127
51,537,0.2331,0.0882,0.0261,1.0348,0.2265,0.1883,0.1138,-0.0149,1.6478,0.286,0.44,0.1193,0.046,1.0,0.4255,0.1735,116.1814,79.1302,0.5447,0.9613,22.223,16.2637,79.13,0.119,0.0583,-0.0145,0.6268,0.1065,0.1201,0.0523,-0.0143,0.5906,0.3017,0.3067,0.1039,0.0,0.8089,0.3185,0.1155,155.2309
52,849,0.3182,0.1231,0.0365,0.7341,0.3235,0.2879,0.1496,0.0406,1.6407,0.2838,0.5913,0.158,0.1325,1.0,0.6055,0.2675,96.1958,85.4277,0.4649,0.9024,23.7059,16.8748,85.43,0.0773,0.0392,-0.0015,0.6443,0.0715,0.1228,0.059,0.0091,1.6586,0.3336,0.2376,0.0843,0.0,1.0,0.2455,0.1115,173.7904
53,628,0.2558,0.0822,0.0115,0.5338,0.2545,0.2473,0.0949,0.0394,1.1425,0.2895,0.5464,0.1133,0.1294,0.9669,0.5475,0.2365,71.8453,73.6541,0.6249,0.9843,19.5769,17.6936,73.65,0.0553,0.0346,-0.0191,0.5234,0.0485,0.0804,0.0394,-0.0028,0.9104,0.329,0.167,0.0885,0.0,0.9412,0.1595,0.0745,197.9353
54,505,0.2356,0.0683,0.0457,0.45,0.2345,0.2142,0.0658,0.0392,0.5556,0.2886,0.5082,0.0977,0.1626,0.811,0.5095,0.2105,73.3864,78.3088,0.5506,0.9623,20.3488,17.8513,78.31,0.0552,0.0399,-0.0078,0.4363,0.0485,0.0758,0.0434,-0.0001,0.5122,0.3293,0.1557,0.0963,0.0,0.7712,0.1485,0.0695,195.307
55,830,0.2959,0.0981,0.0427,0.6998,0.2975,0.2832,0.137,0.0168,1.6449,0.2863,0.5865,0.1356,0.1618,1.0,0.5905,0.2625,85.0741,82.6897,0.4909,0.9358,21.6203,17.7323,82.69,0.0635,0.0504,-0.011,0.5926,0.0525,0.0918,0.0619,-0.0047,1.6505,0.3268,0.1879,0.1018,0.0,1.0,0.1745,0.0775,182.0272
56,582,0.3406,0.1233,0.0194,0.8076,0.3405,0.3098,0.1786,0.0068,1.6847,0.2811,0.6168,0.1549,0.1483,1.0,0.6245,0.2805,83.0765,79.9516,0.5248,0.9455,23.9358,16.6757,79.95,0.075,0.0495,-0.0044,0.7082,0.0645,0.1031,0.0653,-0.0176,1.6109,0.3282,0.2005,0.0966,0.0,1.0,0.1965,0.0835,183.8936
57,341,0.3105,0.0975,0.0388,0.8677,0.3025,0.2755,0.1445,0.0001,1.6084,0.2827,0.587,0.1197,0.1708,1.0,0.5835,0.2515,98.4552,91.7253,0.3955,0.8873,23.0372,16.9825,91.73,0.0768,0.0423,-0.0101,0.6666,0.0685,0.1119,0.061,0.0001,1.3743,0.3307,0.2182,0.0857,0.0,0.9844,0.2205,0.0965,166.3574
58,994,0.3757,0.1167,0.0607,0.8053,0.3675,0.3011,0.1226,0.061,1.5913,0.2772,0.6322,0.1288,0.19,1.0,0.6355,0.2785,92.2424,86.523,0.4389,0.9225,22.3737,17.4773,86.52,0.0923,0.0491,-0.0207,0.5364,0.0795,0.12,0.0587,0.0121,0.3898,0.3222,0.2497,0.0869,0.0128,0.7436,0.2555,0.0985,169.2538
59,175,0.4236,0.1767,0.0201,0.9282,0.4175,0.4735,0.3662,0.0406,1.6883,0.2799,0.7001,0.1884,0.1667,1.0,0.7155,0.3655,69.3208,86.5231,0.4388,0.9354,25.1613,15.9775,86.52,0.0647,0.0607,-0.0135,0.8168,0.0535,0.1053,0.0864,-0.0015,1.6058,0.3379,0.1904,0.1095,0.0,1.0,0.1875,0.0835,192.0628
60,96,0.3498,0.1154,0.0418,0.8231,0.3385,0.307,0.1472,0.0392,1.5875,0.2806,0.6248,0.1324,0.1542,1.0,0.6205,0.2775,72.5708,75.5707,0.5742,0.9722,22.2618,16.653,75.57,0.0734,0.0521,-0.0056,0.7528,0.0625,0.0876,0.0537,-0.0046,1.567,0.3156,0.2014,0.1025,0.0,1.0,0.1975,0.0815,188.3619
61,1031,0.3408,0.123,0.022,0.7972,0.3295,0.3182,0.1742,0.0293,1.615,0.2824,0.623,0.1478,0.1481,1.0,0.6195,0.2805,74.4133,82.6897,0.4791,0.9391,22.9593,17.5583,82.69,0.0605,0.0492,-0.0067,0.5414,0.0495,0.0931,0.0571,0.0064,0.7247,0.3364,0.1777,0.0988,0.0,0.8849,0.1655,0.0765,186.277
62,202,0.2899,0.1253,0.023,0.7484,0.2935,0.2714,0.1682,-0.0117,1.6667,0.2851,0.5576,0.1781,0.1148,1.0,0.5765,0.2515,100.1498,83.7849,0.4647,0.9377,22.2131,16.1022,83.78,0.0701,0.0354,-0.0019,0.4183,0.0625,0.1028,0.0477,0.0045,0.523,0.3314,0.2047,0.081,0.0,0.7963,0.2095,0.0925,159.454
63,973,0.3564,0.1457,0.0013,0.8547,0.3385,0.3608,0.2627,0.0025,1.6302,0.2824,0.6383,0.169,0.1265,1.0,0.6305,0.2865,67.435,73.6541,0.6007,0.9844,19.0358,17.6186,73.65,0.056,0.041,-0.0035,0.656,0.0495,0.0705,0.0488,0.0025,1.6282,0.3234,0.1422,0.0905,0.0,1.0,0.1295,0.0655,191.8871
64,681,0.4207,0.1522,0.0576,0.8423,0.4195,0.3969,0.2449,0.0401,1.6098,0.2771,0.6856,0.1677,0.2227,1.0,0.6965,0.3395,75.8931,86.2492,0.4377,0.89,21.8519,17.2007,86.25,0.0906,0.065,-0.0199,0.7921,0.0765,0.1298,0.0803,0.0123,1.5518,0.3285,0.251,0.104,0.0,1.0,0.2485,0.1075,183.1852
65,401,0.3509,0.0993,0.0791,0.8314,0.3455,0.282,0.145,-0.0276,1.5597,0.2759,0.6144,0.1246,0.2094,1.0,0.6205,0.2665,90.9215,83.2373,0.4685,0.9093,22.8695,15.7175,83.24,0.1054,0.0559,-0.0066,0.5726,0.0945,0.1024,0.0611,-0.0117,0.6851,0.3061,0.2491,0.0935,0.0,0.8732,0.2465,0.0895,167.4075
66,417,0.3664,0.1836,0.0006,1.3482,0.3275,0.2937,0.2648,-0.0434,1.534,0.2701,0.585,0.1861,0.0392,1.0,0.5845,0.2375,89.8454,73.9278,0.5935,0.9722,19.9394,16.6078,73.93,0.1491,0.0838,-0.003,0.818,0.1245,0.0953,0.0833,-0.0234,1.2838,0.2768,0.2864,0.1546,0.0081,0.9741,0.2465,0.0655,168.4623
